Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_026032_20230820_20230826_02_T1,LC08_L1TP_026032_20230820_20230826_02_T1,LC80260322023232LGN00,2023/08/20,T1,2, 026, 032, 026, 032,NADIR,  -0.001,2023/08/26,2023/08/26,2023-08-20 16:53:44,2023-08-20 16:54:16,LGN,DAY,  19.98,  19.98,383,5,    6.612,    4.300,    5.023,LPGS_16.3.0,56.59385290,141.00011675,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.62"N,93°25'24.64"W,41°22'56.14"N,94°49'30.07"W,41°23'33.76"N,92°02'13.52"W,39°14'53.20"N,94°46'06.35"W,39°15'28.08"N,92°04'01.06"W, 40.33295, -93.42351, 41.38226, -94.82502, 41.39271, -92.03709, 39.24811, -94.76843, 39.25780, -92.06696,LC08_L2SP_026032_20230820_20230826_02_T1,LC80260322023232LGN00
LC08_L2SP_024030_20230822_20230826_02_T1,LC08_L1TP_024030_20230822_20230826_02_T1,LC80240302023234LGN00,2023/08/22,T1,2, 024, 030, 024, 030,NADIR,  -0.001,2023/08/26,2023/08/26,2023-08-22 16:40:36,2023-08-22 16:41:07,LGN,DAY,   6.89,   6.89,720,5,    5.600,    3.793,    4.121,LPGS_16.3.0,54.10728540,145.33918192,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,43°11'06.11"N,89°23'31.31"W,44°13'21.79"N,90°55'25"W,44°17'10.32"N,87°57'00.07"W,42°03'30.10"N,90°47'14.60"W,42°07'02.06"N,87°55'01.02"W, 43.18503, -89.39203, 44.22272, -90.92361, 44.28620, -87.95002, 42.05836, -90.78739, 42.11724, -87.91695,LC08_L2SP_024030_20230822_20230826_02_T1,LC80240302023234LGN00
LC08_L2SP_024031_20230822_20230826_02_T1,LC08_L1TP_024031_20230822_20230826_02_T1,LC80240312023234LGN00,2023/08/22,T1,2, 024, 031, 024, 031,NADIR,  -0.001,2023/08/26,2023/08/26,2023-08-22 16:40:59,2023-08-22 16:41:31,LGN,DAY,   9.86,   9.86,577,5,    6.304,    4.336,    4.576,LPGS_16.3.0,55.10464689,143.59551829,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,41°45'33.88"N,89°52'17.29"W,42°47'37.46"N,91°22'29.28"W,42°52'04.76"N,88°28'04.30"W,40°37'38.50"N,91°13'48.18"W,40°41'46.28"N,88°25'08.90"W, 41.75941, -89.87147, 42.79374, -91.37480, 42.86799, -88.46786, 40.62736, -91.23005, 40.69619, -88.41914,LC08_L2SP_024031_20230822_20230826_02_T1,LC80240312023234LGN00
LC08_L2SP_024032_20230822_20230826_02_T1,LC08_L1TP_024032_20230822_20230826_02_T1,LC80240322023234LGN00,2023/08/22,T1,2, 024, 032, 024, 032,NADIR,  -0.001,2023/08/26,2023/08/26,2023-08-22 16:41:23,2023-08-22 16:41:55,LGN,DAY,  15.30,  15.30,437,5,    6.336,    4.583,    4.375,LPGS_16.3.0,56.07320162,141.77645187,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.48"N,90°20'03.12"W,41°23'39.48"N,91°39'24.08"W,41°19'48.86"N,88°56'01.61"W,39°18'20.20"N,91°41'51.04"W,39°14'45.92"N,89°03'25.16"W, 40.33291, -90.33420, 41.39430, -91.65669, 41.33024, -88.93378, 39.30561, -91.69751, 39.24609, -89.05699,LC08_L2SP_024032_20230822_20230826_02_T1,LC80240322023234LGN00
LC09_L2SP_026030_20230828_20230830_02_T1,LC09_L1TP_026030_20230828_20230828_02_T1,LC90260302023240LGN00,2023/08/28,T1,2, 026, 030, 026, 030,NADIR,   0.001,2023/08/30,2023/08/28,2023-08-28 16:52:53,2023-08-28 16:53:25,LGN,DAY,   0.85,   0.85,448,5,    7.264,    5.238,    5.033,LPGS_16.3.0,52.37561449,147.35525097,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.60"N,92°29'15.61"W,44°14'15.76"N,93°56'03.16"W,44°13'27.91"N,91°01'23.09"W,42°06'52.74"N,93°54'08.60"W,42°06'08.32"N,91°05'25.37"W, 43.18461, -92.48767, 44.23771, -93.93421, 44.22442, -91.02308, 42.11465, -93.90239, 42.10231, -91.09038,LC09_L2SP_026030_20230828_20230830_02_T1,LC90260302023240LGN00
LC08_L2SP_025031_20230829_20230906_02_T1,LC08_L1TP_025031_20230829_20230906_02_T1,LC80250312023241LGN00,2023/08/29,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/09/06,2023/09/06,2023-08-29 16:47:11,2023-08-29 16:47:43,LGN,DAY,   5.77,   5.77,440,5,    7.008,    4.964,    4.947,LPGS_16.3.0,53.13507529,146.16080967,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'33.91"N,91°24'36.54"W,42°49'03.97"N,92°47'35.77"W,42°46'40.94"N,89°58'36.95"W,40°42'46.22"N,92°47'59.71"W,40°40'33.31"N,90°04'26.36"W, 41.75942, -91.41015, 42.81777, -92.79327, 42.77804, -89.97693, 40.71284, -92.79992, 40.67592, -90.07399,LC08_L2SP_025031_20230829_20230906_02_T1,LC80250312023241LGN00
LC08_L2SP_025032_20230829_20230906_02_T1,LC08_L1TP_025032_20230829_20230906_02_T1,LC80250322023241LGN00,2023/08/29,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2023/09/06,2023/09/06,2023-08-29 16:47:35,2023-08-29 16:48:07,LGN,DAY,   0.10,   0.10,592,5,    6.217,    4.300,    4.491,LPGS_16.3.0,54.15264153,144.51381149,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.44"N,91°52'22.51"W,41°23'18.20"N,93°14'08.27"W,41°21'39.49"N,90°28'38.71"W,39°16'39.11"N,93°13'42.24"W,39°15'07.45"N,90°33'17.03"W, 40.33290, -91.87292, 41.38839, -93.23563, 41.36097, -90.47742, 39.27753, -93.22840, 39.25207, -90.55473,LC08_L2SP_025032_20230829_20230906_02_T1,LC80250322023241LGN00
LC09_L2SP_024030_20230830_20230901_02_T1,LC09_L1TP_024030_20230830_20230830_02_T1,LC90240302023242LGN00,2023/08/30,T1,2, 024, 030, 024, 030,NADIR,   0.001,2023/09/01,2023/08/30,2023-08-30 16:40:33,2023-08-30 16:41:04,LGN,DAY,   1.95,   1.95,842,5,    5.418,    3.854,    3.807,LPGS_16.3.0,51.78469064,148.03848772,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'04.81"N,89°23'53.77"W,44°13'11.60"N,90°55'37.85"W,44°17'00.38"N,87°57'26.96"W,42°03'29.66"N,90°47'27.64"W,42°07'01.85"N,87°55'27.12"W, 43.18467, -89.39827, 44.21989, -90.92718, 44.28344, -87.95749, 42.05824, -90.79101, 42.11718, -87.92420,LC09_L2SP_024030_20230830_20230901_02_T1,LC90240302023242LGN00
LC09_L2SP_024031_20230830_20230901_02_T1,LC09_L1TP_024031_20230830_20230830_02_T1,LC90240312023242LGN00,2023/08/30,T1,2, 024, 031, 024, 031,NADIR,   0.000,2023/09/01,2023/08/30,2023-08-30 16:40:56,2023-08-30 16:41:28,LGN,DAY,   7.39,   7.39,653,5,    5.932,    4.412,    3.966,LPGS_16.3.0,52.83188159,146.47986546,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,41°45'34.92"N,89°52'38.50"W,42°47'36.96"N,91°22'42.42"W,42°52'04.40"N,88°28'30.76"W,40°37'47.71"N,91°14'01.54"W,40°41'55.68"N,88°25'34.68"W, 41.75970, -89.87736, 42.79360, -91.37845, 42.86789, -88.47521, 40.62992, -91.23376, 40.69880, -88.42630,LC09_L2SP_024031_20230830_20230901_02_T1,LC90240312023242LGN00
LC09_L2SP_029030_20230902_20230904_02_T1,LC09_L1TP_029030_20230902_20230902_02_T1,LC90290302023245LGN00,2023/09/02,T1,2, 029, 030, 029, 030,NADIR,   0.000,2023/09/04,2023/09/02,2023-09-02 17:11:28,2023-09-02 17:12:00,LGN,DAY,   4.65,   4.65,704,5,    7.243,    5.015,    5.226,LPGS_16.3.0,50.86858262,149.06763679,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'05.28"N,97°07'24.96"W,44°14'45.53"N,98°31'58.19"W,44°11'52.44"N,95°39'13.21"W,42°08'29.87"N,98°32'55"W,42°05'48.95"N,95°45'59.33"W, 43.18480, -97.12360, 44.24598, -98.53283, 44.19790, -95.65367, 42.14163, -98.54861, 42.09693, -95.76648,LC09_L2SP_029030_20230902_20230904_02_T1,LC90290302023245LGN00
LC09_L2SP_029031_20230902_20230904_02_T1,LC09_L1TP_029031_20230902_20230902_02_T1,LC90290312023245LGN00,2023/09/02,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2023/09/04,2023/09/02,2023-09-02 17:11:52,2023-09-02 17:12:23,LGN,DAY,   0.63,   0.63,760,5,    6.790,    5.033,    4.558,LPGS_16.3.0,51.93443378,147.57506176,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'34.49"N,97°36'09.94"W,42°49'04.66"N,98°59'29.18"W,42°46'58.80"N,96°10'15.78"W,40°42'37.12"N,98°59'30.16"W,40°40'40.22"N,96°15'43.24"W, 41.75958, -97.60276, 42.81796, -98.99144, 42.78300, -96.17105, 40.71031, -98.99171, 40.67784, -96.26201,LC09_L2SP_029031_20230902_20230904_02_T1,LC90290312023245LGN00
LC08_L2SP_028030_20230903_20230912_02_T1,LC08_L1TP_028030_20230903_20230912_02_T1,LC80280302023246LGN00,2023/09/03,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2023/09/12,2023/09/12,2023-09-03 17:05:19,2023-09-03 17:05:50,LGN,DAY,   0.00,   0.00,744,5,    6.509,    4.623,    4.582,LPGS_16.3.0,50.57225756,149.44433225,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.42"N,95°33'21.64"W,44°13'19.85"N,97°05'33.29"W,44°17'24.36"N,94°06'55.91"W,42°03'20.02"N,96°57'01.22"W,42°07'06.78"N,94°04'35.90"W, 43.18456, -95.55601, 44.22218, -97.09258, 44.29010, -94.11553, 42.05556, -96.95034, 42.11855, -94.07664,LC08_L2SP_028030_20230903_20230912_02_T1,LC80280302023246LGN00
LC08_L2SP_028031_20230903_20230912_02_T1,LC08_L1TP_028031_20230903_20230912_02_T1,LC80280312023246LGN00,2023/09/03,T1,2, 028, 031, 028, 031,NADIR,  -0.001,2023/09/12,2023/09/12,2023-09-03 17:05:42,2023-09-03 17:06:14,LGN,DAY,   0.00,   0.00,635,5,    6.778,    4.641,    4.939,LPGS_16.3.0,51.64451180,147.97390480,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'34.74"N,96°02'06.32"W,42°49'31.48"N,97°22'48.79"W,42°45'07.63"N,94°35'46.93"W,40°44'15"N,97°25'55.02"W,40°40'09.66"N,94°44'11.54"W, 41.75965, -96.03509, 42.82541, -97.38022, 42.75212, -94.59637, 40.73750, -97.43195, 40.66935, -94.73654,LC08_L2SP_028031_20230903_20230912_02_T1,LC80280312023246LGN00
LC08_L2SP_028032_20230903_20230912_02_T1,LC08_L1TP_028032_20230903_20230912_02_T1,LC80280322023246LGN00,2023/09/03,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2023/09/12,2023/09/12,2023-09-03 17:06:06,2023-09-03 17:06:38,LGN,DAY,   0.00,   0.00,709,5,    6.147,    4.176,    4.511,LPGS_16.3.0,52.69563187,146.44366768,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,40°19'58.30"N,96°29'52.12"W,41°23'36.38"N,97°49'31.30"W,41°19'59.70"N,95°05'54.46"W,39°18'06.91"N,97°51'39.96"W,39°14'45.56"N,95°13'00.66"W, 40.33286, -96.49781, 41.39344, -97.82536, 41.33325, -95.09846, 39.30192, -97.86110, 39.24599, -95.21685,LC08_L2SP_028032_20230903_20230912_02_T1,LC80280322023246LGN00
LC09_L2SP_027030_20230904_20230906_02_T1,LC09_L1TP_027030_20230904_20230904_02_T1,LC90270302023247LGN00,2023/09/04,T1,2, 027, 030, 027, 030,NADIR,  -0.001,2023/09/06,2023/09/04,2023-09-04 16:59:08,2023-09-04 16:59:39,LGN,DAY,   0.00,   0.00,647,5,    7.003,    5.145,    4.751,LPGS_16.3.0,50.25217238,149.73848242,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.71"N,94°02'14.64"W,44°13'46.92"N,95°31'49.87"W,44°15'25.16"N,92°35'07.26"W,42°05'12.37"N,95°26'36.78"W,42°06'43.56"N,92°35'58.63"W, 43.18492, -94.03740, 44.22970, -95.53052, 44.25699, -92.58535, 42.08677, -95.44355, 42.11210, -92.59962,LC09_L2SP_027030_20230904_20230906_02_T1,LC90270302023247LGN00
LC09_L2SP_027031_20230904_20230906_02_T1,LC09_L1TP_027031_20230904_20230904_02_T1,LC90270312023247LGN00,2023/09/04,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/09/06,2023/09/04,2023-09-04 16:59:32,2023-09-04 17:00:03,LGN,DAY,   0.19,   0.19,708,5,    6.529,    4.664,    4.568,LPGS_16.3.0,51.32986871,148.28858535,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'35.03"N,94°30'59.29"W,42°48'02.66"N,95°58'52.97"W,42°50'22.31"N,93°06'18.86"W,40°39'19.33"N,95°53'01.39"W,40°41'28.86"N,93°06'06.41"W, 41.75973, -94.51647, 42.80074, -95.98138, 42.83953, -93.10524, 40.65537, -95.88372, 40.69135, -93.10178,LC09_L2SP_027031_20230904_20230906_02_T1,LC90270312023247LGN00
LC09_L2SP_027032_20230904_20230906_02_T1,LC09_L1TP_027032_20230904_20230904_02_T1,LC90270322023247LGN00,2023/09/04,T1,2, 027, 032, 027, 032,NADIR,   0.000,2023/09/06,2023/09/04,2023-09-04 16:59:55,2023-09-04 17:00:27,LGN,DAY,   3.37,   3.37,675,5,    5.618,    3.737,    4.195,LPGS_16.3.0,52.38705272,146.78041814,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.25"N,94°58'44.47"W,41°22'12.65"N,96°25'14.84"W,41°25'10.13"N,93°36'06.91"W,39°13'20.89"N,96°18'50.54"W,39°16'05.45"N,93°34'59.12"W, 40.33257, -94.97902, 41.37018, -96.42079, 41.41948, -93.60192, 39.22247, -96.31404, 39.26818, -93.58309,LC09_L2SP_027032_20230904_20230906_02_T1,LC90270322023247LGN00
LC09_L2SP_028030_20230911_20230913_02_T1,LC09_L1TP_028030_20230911_20230911_02_T1,LC90280302023254LGN00,2023/09/11,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2023/09/13,2023/09/11,2023-09-11 17:05:23,2023-09-11 17:05:55,LGN,DAY,   1.94,   1.94,603,5,    7.014,    4.968,    4.952,LPGS_16.3.0,48.01375884,152.03951364,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.03"N,95°35'31.96"W,44°13'15.46"N,97°07'34.68"W,44°17'23.17"N,94°08'57.73"W,42°03'25.67"N,96°58'59.02"W,42°07'15.38"N,94°06'33.66"W, 43.18473, -95.59221, 44.22096, -97.12630, 44.28977, -94.14937, 42.05713, -96.98306, 42.12094, -94.10935,LC09_L2SP_028030_20230911_20230913_02_T1,LC90280302023254LGN00
LC08_L2SP_027031_20230912_20230918_02_T1,LC08_L1TP_027031_20230912_20230918_02_T1,LC80270312023255LGN00,2023/09/12,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/09/18,2023/09/18,2023-09-12 16:59:35,2023-09-12 17:00:07,LGN,DAY,   8.28,   8.28,644,5,    6.449,    4.513,    4.607,LPGS_16.3.0,48.81842458,151.10216258,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.27"N,94°29'40.09"W,42°48'04.72"N,95°57'33.84"W,42°50'22.38"N,93°04'46.34"W,40°39'11.52"N,95°51'44.42"W,40°41'19.21"N,93°04'36.95"W, 41.75952, -94.49447, 42.80131, -95.95940, 42.83955, -93.07954, 40.65320, -95.86234, 40.68867, -93.07693,LC08_L2SP_027031_20230912_20230918_02_T1,LC80270312023255LGN00
LC08_L2SP_027032_20230912_20230918_02_T1,LC08_L1TP_027032_20230912_20230918_02_T1,LC80270322023255LGN00,2023/09/12,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/09/18,2023/09/18,2023-09-12 16:59:59,2023-09-12 17:00:31,LGN,DAY,   3.79,   3.79,557,5,    6.242,    4.231,    4.588,LPGS_16.3.0,49.92401929,149.76547118,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.87"N,94°57'25.96"W,41°22'24.64"N,96°23'58.02"W,41°25'20.24"N,93°34'49.44"W,39°13'13.30"N,96°17'35.16"W,39°15'56.09"N,93°33'43.96"W, 40.33302, -94.95721, 41.37351, -96.39945, 41.42229, -93.58040, 39.22036, -96.29310, 39.26558, -93.56221,LC08_L2SP_027032_20230912_20230918_02_T1,LC80270322023255LGN00
LC09_L2SP_026030_20230913_20230915_02_T1,LC09_L1TP_026030_20230913_20230913_02_T1,LC90260302023256LGN00,2023/09/13,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/09/15,2023/09/13,2023-09-13 16:53:02,2023-09-13 16:53:34,LGN,DAY,  16.77,  16.77,355,5,    7.507,    5.170,    5.443,LPGS_16.3.0,47.35888281,152.67149426,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.14"N,92°30'08.32"W,44°14'15.32"N,93°56'57.26"W,44°13'28.85"N,91°02'17.16"W,42°06'52.34"N,93°55'00.88"W,42°06'09.18"N,91°06'17.57"W, 43.18476, -92.50231, 44.23759, -93.94924, 44.22468, -91.03810, 42.11454, -93.91691, 42.10255, -91.10488,LC09_L2SP_026030_20230913_20230915_02_T1,LC90260302023256LGN00
LC09_L2SP_026031_20230913_20230915_02_T1,LC09_L1TP_026031_20230913_20230913_02_T1,LC90260312023256LGN00,2023/09/13,T1,2, 026, 031, 026, 031,NADIR,   0.000,2023/09/15,2023/09/13,2023-09-13 16:53:26,2023-09-13 16:53:58,LGN,DAY,   6.09,   6.09,548,5,    6.301,    4.415,    4.496,LPGS_16.3.0,48.48654146,151.40142376,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.27"N,92°58'52.03"W,42°48'33.52"N,94°24'27.97"W,42°48'31.93"N,91°33'24.37"W,40°41'00.10"N,94°21'43.45"W,40°40'58.62"N,91°36'13.03"W, 41.75952, -92.98112, 42.80931, -94.40777, 42.80887, -91.55677, 40.68336, -94.36207, 40.68295, -91.60362,LC09_L2SP_026031_20230913_20230915_02_T1,LC90260312023256LGN00
LC09_L2SP_026032_20230913_20230915_02_T1,LC09_L1TP_026032_20230913_20230913_02_T1,LC90260322023256LGN00,2023/09/13,T1,2, 026, 032, 026, 032,NADIR,   0.000,2023/09/15,2023/09/13,2023-09-13 16:53:50,2023-09-13 16:54:22,LGN,DAY,   0.56,   0.56,838,5,    5.468,    3.580,    4.133,LPGS_16.3.0,49.59730664,150.08439970,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'58.58"N,93°26'37.54"W,41°22'45.19"N,94°50'47.26"W,41°23'24.65"N,92°03'31.18"W,39°15'01.76"N,94°47'21.66"W,39°15'38.38"N,92°05'16.04"W, 40.33294, -93.44376, 41.37922, -94.84646, 41.39018, -92.05866, 39.25049, -94.78935, 39.26066, -92.08779,LC09_L2SP_026032_20230913_20230915_02_T1,LC90260322023256LGN00
LC08_L2SP_025030_20230914_20230919_02_T1,LC08_L1TP_025030_20230914_20230919_02_T1,LC80250302023257LGN00,2023/09/14,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2023/09/19,2023/09/19,2023-09-14 16:46:50,2023-09-14 16:47:22,LGN,DAY,   0.15,   0.15,723,5,    5.886,    4.058,    4.264,LPGS_16.3.0,47.03664752,153.01573654,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.81"N,90°55'38.06"W,44°14'51.61"N,92°19'47.68"W,44°11'40.52"N,89°27'17.64"W,42°08'45.92"N,92°21'09.07"W,42°05'48.30"N,89°34'27.30"W, 43.18467, -90.92724, 44.24767, -92.32991, 44.19459, -89.45490, 42.14609, -92.35252, 42.09675, -89.57425,LC08_L2SP_025030_20230914_20230919_02_T1,LC80250302023257LGN00
LC08_L2SP_025031_20230914_20230919_02_T1,LC08_L1TP_025031_20230914_20230919_02_T1,LC80250312023257LGN00,2023/09/14,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/09/19,2023/09/19,2023-09-14 16:47:14,2023-09-14 16:47:46,LGN,DAY,   0.04,   0.04,578,5,    6.565,    4.641,    4.644,LPGS_16.3.0,48.16951597,151.76434089,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'35.21"N,91°24'22.90"W,42°49'13.69"N,92°47'22.52"W,42°46'50.30"N,89°58'23.27"W,40°42'46.22"N,92°47'46.93"W,40°40'32.99"N,90°04'13.58"W, 41.75978, -91.40636, 42.82047, -92.78959, 42.78064, -89.97313, 40.71284, -92.79637, 40.67583, -90.07044,LC08_L2SP_025031_20230914_20230919_02_T1,LC80250312023257LGN00
LC08_L2SP_025032_20230914_20230919_02_T1,LC08_L1TP_025032_20230914_20230919_02_T1,LC80250322023257LGN00,2023/09/14,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2023/09/19,2023/09/19,2023-09-14 16:47:38,2023-09-14 16:48:10,LGN,DAY,   8.84,   8.84,560,5,    5.900,    3.854,    4.467,LPGS_16.3.0,49.28665152,150.46691816,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.97"N,91°52'09.23"W,41°23'18.20"N,93°13'55.34"W,41°21'39.20"N,90°28'25.82"W,39°16'39.14"N,93°13'29.71"W,39°15'07.20"N,90°33'04.50"W, 40.33277, -91.86923, 41.38839, -93.23204, 41.36089, -90.47384, 39.27754, -93.22492, 39.25200, -90.55125,LC08_L2SP_025032_20230914_20230919_02_T1,LC80250322023257LGN00
LC09_L2SP_024031_20230915_20230917_02_T1,LC09_L1TP_024031_20230915_20230915_02_T1,LC90240312023258LGN00,2023/09/15,T1,2, 024, 031, 024, 031,NADIR,   0.000,2023/09/17,2023/09/15,2023-09-15 16:41:05,2023-09-15 16:41:37,LGN,DAY,  15.41,  15.41,787,5,    5.517,    3.878,    3.924,LPGS_16.3.0,47.83467152,152.05805236,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,41°45'33.98"N,89°53'24.29"W,42°47'34.94"N,91°23'35.09"W,42°52'03.90"N,88°29'10.39"W,40°37'45.84"N,91°14'52.48"W,40°41'55.21"N,88°26'13.02"W, 41.75944, -89.89008, 42.79304, -91.39308, 42.86775, -88.48622, 40.62940, -91.24791, 40.69867, -88.43695,LC09_L2SP_024031_20230915_20230917_02_T1,LC90240312023258LGN00
LC09_L2SP_024032_20230915_20230917_02_T1,LC09_L1TP_024032_20230915_20230915_02_T1,LC90240322023258LGN00,2023/09/15,T1,2, 024, 032, 024, 032,NADIR,  -0.001,2023/09/17,2023/09/15,2023-09-15 16:41:29,2023-09-15 16:42:01,LGN,DAY,   0.02,   0.02,755,5,    5.352,    3.777,    3.791,LPGS_16.3.0,48.95665266,150.78000366,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.29"N,90°21'09.79"W,41°23'40.24"N,91°40'28.67"W,41°19'51.13"N,88°57'05.98"W,39°18'20.88"N,91°42'53.64"W,39°14'48.01"N,89°04'27.62"W, 40.33258, -90.35272, 41.39451, -91.67463, 41.33087, -88.95166, 39.30580, -91.71490, 39.24667, -89.07434,LC09_L2SP_024032_20230915_20230917_02_T1,LC90240322023258LGN00
LC09_L2SP_029030_20230918_20230920_02_T1,LC09_L1TP_029030_20230918_20230918_02_T1,LC90290302023261LGN00,2023/09/18,T1,2, 029, 030, 029, 030,NADIR,   0.001,2023/09/20,2023/09/18,2023-09-18 17:11:35,2023-09-18 17:12:07,LGN,DAY,  13.30,  13.30,554,5,    7.599,    5.026,    5.700,LPGS_16.3.0,45.68017511,154.20905954,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'05.89"N,97°07'57.68"W,44°14'45.71"N,98°32'38.76"W,44°11'53.23"N,95°39'40.21"W,42°08'30.01"N,98°33'34.20"W,42°05'49.70"N,95°46'25.43"W, 43.18497, -97.13269, 44.24603, -98.54410, 44.19812, -95.66117, 42.14167, -98.55950, 42.09714, -95.77373,LC09_L2SP_029030_20230918_20230920_02_T1,LC90290302023261LGN00
LC09_L2SP_029031_20230918_20230920_02_T1,LC09_L1TP_029031_20230918_20230918_02_T1,LC90290312023261LGN00,2023/09/18,T1,2, 029, 031, 029, 031,NADIR,   0.000,2023/09/20,2023/09/18,2023-09-18 17:11:59,2023-09-18 17:12:31,LGN,DAY,   4.87,   4.87,573,5,    6.836,    5.014,    4.647,LPGS_16.3.0,46.83252656,153.02897361,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'35.24"N,97°36'42.48"W,42°49'04.66"N,98°59'55.61"W,42°46'59.81"N,96°10'55.34"W,40°42'37.12"N,98°59'55.75"W,40°40'41.12"N,96°16'21.54"W, 41.75979, -97.61180, 42.81796, -98.99878, 42.78328, -96.18204, 40.71031, -98.99882, 40.67809, -96.27265,LC09_L2SP_029031_20230918_20230920_02_T1,LC90290312023261LGN00
